"CoC Number","CoC Name","Total Homeless, 2009","Sheltered Homeless, 2009","Unsheltered Homeless, 2009","Homeless Individuals, 2009","Sheltered Homeless Individuals, 2009","Unsheltered Homeless Individuals, 2009","Homeless People in Families, 2009","Sheltered Homeless People in Families, 2009","Unsheltered Homeless People in Families, 2009","Chronically Homeless Individuals, 2009","Sheltered Chronically Homeless Individuals, 2009","Unsheltered Chronically Homeless Individuals, 2009"
"VA-603","City of Alexandria CoC","335.0","303.0","32.0","200.0","168.0","32.0","135.0","135.0","0.0","76.0","52.0","24.0"
"VA-604","Prince William County CoC","630.0","392.0","238.0","224.0","118.0","106.0","406.0","274.0","132.0","71.0","39.0","32.0"
"VI-500","Virgin Islands CoC","471.0","76.0","395.0","430.0","35.0","395.0","41.0","41.0","0.0","369.0","4.0","365.0"
"VT-500","Vermont Balance of State CoC","649.0","524.0","125.0","394.0","296.0","98.0","255.0","228.0","27.0","73.0","33.0","40.0"
"VT-501","Burlington/Chittenden County CoC","565.0","533.0","32.0","299.0","275.0","24.0","266.0","258.0","8.0","61.0","46.0","15.0"
"WA-500","Seattle/King County CoC","8952.0","6089.0","2863.0","5603.0","2776.0","2827.0","3349.0","3313.0","36.0","977.0","611.0","366.0"
"WA-501","Washington Balance of State CoC","6557.0","4750.0","1807.0","3125.0","1892.0","1233.0","3432.0","2858.0","574.0","585.0","298.0","287.0"
"WA-502","Spokane City & County CoC","1229.0","1072.0","157.0","673.0","558.0","115.0","556.0","514.0","42.0","270.0","190.0","80.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","2083.0","1853.0","230.0","748.0","546.0","202.0","1335.0","1307.0","28.0","321.0","155.0","166.0"
"WA-504","Everett/Snohomish County CoC","2356.0","1246.0","1110.0","1163.0","293.0","870.0","1193.0","953.0","240.0","217.0","154.0","63.0"
"WA-507","Yakima City & County CoC","446.0","300.0","146.0","237.0","179.0","58.0","209.0","121.0","88.0","81.0","64.0","17.0"
"WA-508","Vancouver/Clark County CoC","1159.0","927.0","232.0","537.0","395.0","142.0","622.0","532.0","90.0","158.0","136.0","22.0"
"WI-500","Wisconsin Balance of State CoC","3992.0","3207.0","785.0","1588.0","1335.0","253.0","2404.0","1872.0","532.0","254.0","219.0","35.0"
"WI-501","Milwaukee City & County CoC","1537.0","1317.0","220.0","974.0","826.0","148.0","563.0","491.0","72.0","314.0","258.0","56.0"
"WI-502","Racine City & County CoC","354.0","353.0","1.0","250.0","249.0","1.0","104.0","104.0","0.0","11.0","11.0","0.0"
"WI-503","Madison/Dane County CoC","642.0","588.0","54.0","349.0","323.0","26.0","293.0","265.0","28.0","137.0","124.0","13.0"
"WV-500","Wheeling/Weirton Area CoC","87.0","87.0","0.0","71.0","71.0","0.0","16.0","16.0","0.0","21.0","21.0","0.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","195.0","190.0","5.0","130.0","125.0","5.0","65.0","65.0","0.0","42.0","38.0","4.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","382.0","331.0","51.0","284.0","233.0","51.0","98.0","98.0","0.0","102.0","59.0","43.0"
"WV-508","West Virginia Balance of State CoC","1003.0","670.0","333.0","616.0","419.0","197.0","387.0","251.0","136.0","172.0","121.0","51.0"
"WY-500","Wyoming Statewide CoC","515.0","451.0","64.0","340.0","282.0","58.0","175.0","169.0","6.0","79.0","30.0","49.0"
"","Total","630227.0","403308.0","226919.0","392131.0","215995.0","176136.0","238096.0","187313.0","50783.0","107212.0","45592.0","61620.0"
"","","","","","","","","","","","","",""
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.","","","","","","","","","","","","",""
