"CoC Number","CoC Name","Total Homeless, 2012","Sheltered Homeless, 2012","Unsheltered Homeless, 2012","Homeless Individuals, 2012","Sheltered Homeless Individuals, 2012","Unsheltered Homeless Individuals, 2012","Homeless People in Families, 2012","Sheltered Homeless People in Families, 2012","Unsheltered Homeless People in Families, 2012","Chronically Homeless, 2012","Sheltered Chronically Homeless, 2012","Unsheltered Chronically Homeless, 2012","Chronically Homeless Individuals, 2012","Sheltered Chronically Homeless Individuals, 2012","Unsheltered Chronically Homeless Individuals, 2012","Chronically Homeless People in Families, 2012","Sheltered Chronically Homeless People in Families, 2012","Unsheltered Chronically Homeless People in Families, 2012","Homeless Veterans, 2012","Sheltered Homeless Veterans, 2012","Unsheltered Homeless Veterans, 2012"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","2087.0","1793.0","294.0","750.0","484.0","266.0","1337.0","1309.0","28.0","111.0","30.0","81.0","111.0","30.0","81.0","0.0","0.0","0.0","45.0","21.0","24.0"
"NJ-507","New Brunswick/Middlesex County CoC","1145.0","833.0","312.0","525.0","337.0","188.0","620.0","496.0","124.0","63.0","33.0","30.0","60.0","30.0","30.0","3.0","3.0","0.0","35.0","16.0","19.0"
"NJ-508","Monmouth County CoC","650.0","595.0","55.0","272.0","242.0","30.0","378.0","353.0","25.0","73.0","59.0","14.0","56.0","48.0","8.0","17.0","11.0","6.0","16.0","12.0","4.0"
"NJ-509","Morris County CoC","281.0","209.0","72.0","179.0","110.0","69.0","102.0","99.0","3.0","37.0","22.0","15.0","37.0","22.0","15.0","0.0","0.0","0.0","14.0","11.0","3.0"
"NJ-510","Lakewood Township/Ocean County CoC","649.0","598.0","51.0","449.0","406.0","43.0","200.0","192.0","8.0","38.0","36.0","2.0","36.0","34.0","2.0","2.0","2.0","0.0","6.0","3.0","3.0"
"NJ-511","Paterson/Passaic County CoC","518.0","418.0","100.0","256.0","192.0","64.0","262.0","226.0","36.0","39.0","28.0","11.0","26.0","19.0","7.0","13.0","9.0","4.0","18.0","12.0","6.0"
"NJ-512","Salem County CoC","78.0","49.0","29.0","27.0","14.0","13.0","51.0","35.0","16.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","2.0"
"NJ-513","Somerset County CoC","295.0","272.0","23.0","177.0","167.0","10.0","118.0","105.0","13.0","2.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","97.0","93.0","4.0"
"NJ-514","Trenton/Mercer County CoC","1009.0","903.0","106.0","551.0","476.0","75.0","458.0","427.0","31.0","71.0","48.0","23.0","62.0","42.0","20.0","9.0","6.0","3.0","71.0","61.0","10.0"
"NJ-515","Elizabeth/Union County CoC","1456.0","1406.0","50.0","512.0","466.0","46.0","944.0","940.0","4.0","27.0","20.0","7.0","27.0","20.0","7.0","0.0","0.0","0.0","16.0","16.0","0.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","230.0","189.0","41.0","142.0","109.0","33.0","88.0","80.0","8.0","45.0","30.0","15.0","34.0","21.0","13.0","11.0","9.0","2.0","5.0","3.0","2.0"
"NM-500","Albuquerque CoC","1431.0","1044.0","387.0","1004.0","655.0","349.0","427.0","389.0","38.0","428.0","267.0","161.0","387.0","238.0","149.0","41.0","29.0","12.0","187.0","116.0","71.0"
"NM-501","New Mexico Balance of State CoC","1814.0","1353.0","461.0","1132.0","816.0","316.0","682.0","537.0","145.0","644.0","346.0","298.0","586.0","328.0","258.0","58.0","18.0","40.0","158.0","86.0","72.0"
"NV-500","Las Vegas/Clark County CoC","7323.0","3082.0","4241.0","6581.0","2358.0","4223.0","742.0","724.0","18.0","1449.0","374.0","1075.0","1434.0","361.0","1073.0","15.0","13.0","2.0","1113.0","595.0","518.0"
"NV-501","Reno/Sparks/Washoe County CoC","869.0","705.0","164.0","749.0","585.0","164.0","120.0","120.0","0.0","215.0","208.0","7.0","111.0","104.0","7.0","104.0","104.0","0.0","112.0","92.0","20.0"
"NV-502","Nevada Balance of State CoC","305.0","183.0","122.0","163.0","56.0","107.0","142.0","127.0","15.0","61.0","17.0","44.0","58.0","15.0","43.0","3.0","2.0","1.0","4.0","4.0","0.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","699.0","699.0","0.0","377.0","377.0","0.0","322.0","322.0","0.0","89.0","89.0","0.0","77.0","77.0","0.0","12.0","12.0","0.0","53.0","53.0","0.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","305.0","286.0","19.0","220.0","203.0","17.0","85.0","83.0","2.0","38.0","26.0","12.0","34.0","22.0","12.0","4.0","4.0","0.0","23.0","10.0","13.0"
"NY-503","Albany City & County CoC","590.0","562.0","28.0","372.0","344.0","28.0","218.0","218.0","0.0","108.0","80.0","28.0","95.0","67.0","28.0","13.0","13.0","0.0","112.0","107.0","5.0"
"NY-504","Cattaragus County CoC","38.0","37.0","1.0","11.0","10.0","1.0","27.0","27.0","0.0","6.0","5.0","1.0","6.0","5.0","1.0","0.0","0.0","0.0","3.0","3.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","882.0","866.0","16.0","653.0","637.0","16.0","229.0","229.0","0.0","119.0","105.0","14.0","104.0","92.0","12.0","15.0","13.0","2.0","69.0","69.0","0.0"
"NY-506","Fulton, Montgomery, Schoharie Counties CoC","72.0","64.0","8.0","35.0","27.0","8.0","37.0","37.0","0.0","3.0","2.0","1.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-507","Schenectady City & County CoC","287.0","269.0","18.0","190.0","172.0","18.0","97.0","97.0","0.0","59.0","50.0","9.0","49.0","40.0","9.0","10.0","10.0","0.0","14.0","12.0","2.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1183.0","1067.0","116.0","770.0","654.0","116.0","413.0","413.0","0.0","133.0","87.0","46.0","131.0","85.0","46.0","2.0","2.0","0.0","67.0","63.0","4.0"
"NY-510","Ithaca/Tompkins County CoC","68.0","53.0","15.0","39.0","24.0","15.0","29.0","29.0","0.0","13.0","2.0","11.0","13.0","2.0","11.0","0.0","0.0","0.0","1.0","0.0","1.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","292.0","281.0","11.0","283.0","272.0","11.0","9.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0"
"NY-512","Troy/Rensselaer County CoC","225.0","176.0","49.0","83.0","34.0","49.0","142.0","142.0","0.0","54.0","26.0","28.0","36.0","8.0","28.0","18.0","18.0","0.0","8.0","5.0","3.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","121.0","121.0","0.0","84.0","84.0","0.0","37.0","37.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","39.0","39.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","33.0","33.0","0.0","27.0","27.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-516","Clinton County CoC","236.0","219.0","17.0","149.0","137.0","12.0","87.0","82.0","5.0","36.0","36.0","0.0","31.0","31.0","0.0","5.0","5.0","0.0","14.0","6.0","8.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","176.0","154.0","22.0","85.0","77.0","8.0","91.0","77.0","14.0","19.0","15.0","4.0","19.0","15.0","4.0","0.0","0.0","0.0","8.0","6.0","2.0"
"NY-519","Columbia/Greene County CoC","132.0","132.0","0.0","60.0","60.0","0.0","72.0","72.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","4.0","4.0","0.0"
"NY-520","Franklin County CoC","14.0","5.0","9.0","14.0","5.0","9.0","0.0","0.0","0.0","7.0","0.0","7.0","3.0","0.0","3.0","4.0","0.0","4.0","0.0","0.0","0.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","95.0","81.0","14.0","82.0","73.0","9.0","13.0","8.0","5.0","16.0","10.0","6.0","11.0","10.0","1.0","5.0","0.0","5.0","34.0","33.0","1.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","299.0","262.0","37.0","174.0","150.0","24.0","125.0","112.0","13.0","51.0","37.0","14.0","38.0","24.0","14.0","13.0","13.0","0.0","38.0","34.0","4.0"
"NY-600","New York City CoC","56672.0","53410.0","3262.0","23543.0","20281.0","3262.0","33129.0","33129.0","0.0","3277.0","1189.0","2088.0","2988.0","900.0","2088.0","289.0","289.0","0.0","3790.0","3266.0","524.0"
"NY-601","Poughkeepsie/Dutchess County CoC","453.0","409.0","44.0","248.0","207.0","41.0","205.0","202.0","3.0","44.0","12.0","32.0","42.0","11.0","31.0","2.0","1.0","1.0","15.0","13.0","2.0"
"NY-602","Newburgh/Middletown/Orange County CoC","502.0","356.0","146.0","323.0","177.0","146.0","179.0","179.0","0.0","117.0","54.0","63.0","106.0","43.0","63.0","11.0","11.0","0.0","13.0","7.0","6.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3359.0","3224.0","135.0","1082.0","947.0","135.0","2277.0","2277.0","0.0","312.0","291.0","21.0","152.0","131.0","21.0","160.0","160.0","0.0","407.0","401.0","6.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1741.0","1703.0","38.0","726.0","688.0","38.0","1015.0","1015.0","0.0","309.0","275.0","34.0","309.0","275.0","34.0","0.0","0.0","0.0","223.0","218.0","5.0"
"NY-606","Rockland County CoC","107.0","104.0","3.0","77.0","74.0","3.0","30.0","30.0","0.0","4.0","1.0","3.0","4.0","1.0","3.0","0.0","0.0","0.0","6.0","6.0","0.0"
"NY-607","Sullivan County CoC","630.0","618.0","12.0","257.0","249.0","8.0","373.0","369.0","4.0","52.0","52.0","0.0","49.0","49.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"NY-608","Kingston/Ulster County CoC","355.0","291.0","64.0","169.0","107.0","62.0","186.0","184.0","2.0","21.0","7.0","14.0","19.0","7.0","12.0","2.0","0.0","2.0","9.0","4.0","5.0"
"OH-500","Cincinnati/Hamilton County CoC","1654.0","1608.0","46.0","887.0","841.0","46.0","767.0","767.0","0.0","234.0","221.0","13.0","234.0","221.0","13.0","0.0","0.0","0.0","200.0","194.0","6.0"
"OH-501","Toledo/Lucas County CoC","977.0","840.0","137.0","650.0","520.0","130.0","327.0","320.0","7.0","138.0","99.0","39.0","136.0","97.0","39.0","2.0","2.0","0.0","71.0","49.0","22.0"
"OH-502","Cleveland/Cuyahoga County CoC","2191.0","2067.0","124.0","1626.0","1502.0","124.0","565.0","565.0","0.0","375.0","296.0","79.0","375.0","296.0","79.0","0.0","0.0","0.0","334.0","312.0","22.0"
"OH-503","Columbus/Franklin County CoC","1434.0","1252.0","182.0","1068.0","886.0","182.0","366.0","366.0","0.0","311.0","174.0","137.0","311.0","174.0","137.0","0.0","0.0","0.0","133.0","126.0","7.0"
"OH-504","Youngstown/Mahoning County CoC","224.0","214.0","10.0","86.0","76.0","10.0","138.0","138.0","0.0","54.0","47.0","7.0","26.0","19.0","7.0","28.0","28.0","0.0","12.0","9.0","3.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","1081.0","1014.0","67.0","639.0","572.0","67.0","442.0","442.0","0.0","48.0","37.0","11.0","48.0","37.0","11.0","0.0","0.0","0.0","136.0","124.0","12.0"
"OH-506","Akron/Barberton/Summit County CoC","813.0","647.0","166.0","510.0","351.0","159.0","303.0","296.0","7.0","208.0","113.0","95.0","205.0","110.0","95.0","3.0","3.0","0.0","91.0","33.0","58.0"
"OH-507","Ohio Balance of State CoC","5121.0","4185.0","936.0","2137.0","1492.0","645.0","2984.0","2693.0","291.0","530.0","324.0","206.0","380.0","194.0","186.0","150.0","130.0","20.0","225.0","159.0","66.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","482.0","419.0","63.0","252.0","192.0","60.0","230.0","227.0","3.0","84.0","56.0","28.0","73.0","48.0","25.0","11.0","8.0","3.0","42.0","28.0","14.0"
"OK-500","North Central Oklahoma CoC","204.0","147.0","57.0","108.0","71.0","37.0","96.0","76.0","20.0","24.0","17.0","7.0","20.0","13.0","7.0","4.0","4.0","0.0","7.0","4.0","3.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","1021.0","876.0","145.0","804.0","659.0","145.0","217.0","217.0","0.0","88.0","84.0","4.0","86.0","82.0","4.0","2.0","2.0","0.0","173.0","154.0","19.0"
"OK-502","Oklahoma City CoC","1303.0","942.0","361.0","1069.0","722.0","347.0","234.0","220.0","14.0","235.0","59.0","176.0","230.0","56.0","174.0","5.0","3.0","2.0","155.0","109.0","46.0"
"OK-503","Oklahoma Balance of State CoC","571.0","144.0","427.0","285.0","50.0","235.0","286.0","94.0","192.0","32.0","0.0","32.0","16.0","0.0","16.0","16.0","0.0","16.0","22.0","3.0","19.0"
"OK-504","Norman/Cleveland County CoC","616.0","160.0","456.0","433.0","68.0","365.0","183.0","92.0","91.0","44.0","20.0","24.0","30.0","16.0","14.0","14.0","4.0","10.0","2.0","2.0","0.0"
"OK-505","Northeast Oklahoma CoC","342.0","277.0","65.0","217.0","184.0","33.0","125.0","93.0","32.0","92.0","82.0","10.0","50.0","50.0","0.0","42.0","32.0","10.0","14.0","14.0","0.0"
"OK-506","Southwest Oklahoma Regional CoC","396.0","233.0","163.0","221.0","150.0","71.0","175.0","83.0","92.0","6.0","6.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","16.0","5.0","11.0"
"OK-507","Southeastern Oklahoma Regional CoC","579.0","264.0","315.0","317.0","169.0","148.0","262.0","95.0","167.0","48.0","19.0","29.0","43.0","14.0","29.0","5.0","5.0","0.0","15.0","8.0","7.0"
"OR-500","Eugene/Springfield/Lane County CoC","2057.0","651.0","1406.0","1539.0","366.0","1173.0","518.0","285.0","233.0","628.0","79.0","549.0","586.0","79.0","507.0","42.0","0.0","42.0","264.0","78.0","186.0"
"OR-501","Portland-Gresham-Multnomah County CoC","4423.0","2709.0","1714.0","2918.0","1316.0","1602.0","1505.0","1393.0","112.0","1090.0","304.0","786.0","1025.0","252.0","773.0","65.0","52.0","13.0","380.0","162.0","218.0"
"OR-502","Medford/Ashland/Jackson County CoC","691.0","441.0","250.0","560.0","319.0","241.0","131.0","122.0","9.0","172.0","55.0","117.0","160.0","51.0","109.0","12.0","4.0","8.0","136.0","123.0","13.0"
"OR-503","Central Oregon CoC","808.0","276.0","532.0","460.0","151.0","309.0","348.0","125.0","223.0","131.0","14.0","117.0","81.0","11.0","70.0","50.0","3.0","47.0","82.0","20.0","62.0"
"OR-505","Oregon Balance of State CoC","6105.0","2035.0","4070.0","3342.0","1232.0","2110.0","2763.0","803.0","1960.0","949.0","271.0","678.0","665.0","236.0","429.0","284.0","35.0","249.0","314.0","134.0","180.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","751.0","309.0","442.0","399.0","89.0","310.0","352.0","220.0","132.0","160.0","12.0","148.0","156.0","12.0","144.0","4.0","0.0","4.0","103.0","39.0","64.0"
"OR-507","Clackamas County CoC","993.0","124.0","869.0","570.0","19.0","551.0","423.0","105.0","318.0","172.0","19.0","153.0","109.0","13.0","96.0","63.0","6.0","57.0","77.0","2.0","75.0"
"PA-500","Philadelphia CoC","5780.0","5280.0","500.0","2976.0","2476.0","500.0","2804.0","2804.0","0.0","1037.0","257.0","780.0","590.0","200.0","390.0","447.0","57.0","390.0","394.0","320.0","74.0"
"PA-501","Harrisburg/Dauphin County CoC","386.0","328.0","58.0","235.0","179.0","56.0","151.0","149.0","2.0","65.0","37.0","28.0","63.0","35.0","28.0","2.0","2.0","0.0","45.0","41.0","4.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","604.0","566.0","38.0","244.0","206.0","38.0","360.0","360.0","0.0","64.0","45.0","19.0","50.0","31.0","19.0","14.0","14.0","0.0","17.0","14.0","3.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","178.0","173.0","5.0","94.0","89.0","5.0","84.0","84.0","0.0","5.0","3.0","2.0","5.0","3.0","2.0","0.0","0.0","0.0","22.0","22.0","0.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","419.0","396.0","23.0","148.0","125.0","23.0","271.0","271.0","0.0","52.0","38.0","14.0","49.0","35.0","14.0","3.0","3.0","0.0","12.0","9.0","3.0"
"PA-505","Chester County CoC","691.0","667.0","24.0","476.0","452.0","24.0","215.0","215.0","0.0","69.0","62.0","7.0","69.0","62.0","7.0","0.0","0.0","0.0","304.0","300.0","4.0"
"PA-506","Reading/Berks County CoC","340.0","323.0","17.0","216.0","208.0","8.0","124.0","115.0","9.0","55.0","47.0","8.0","55.0","47.0","8.0","0.0","0.0","0.0","30.0","28.0","2.0"
"PA-508","Scranton/Lackawanna County CoC","260.0","238.0","22.0","92.0","70.0","22.0","168.0","168.0","0.0","31.0","16.0","15.0","29.0","14.0","15.0","2.0","2.0","0.0","33.0","31.0","2.0"
"PA-509","Eastern Pennsylvania CoC","1752.0","1621.0","131.0","664.0","546.0","118.0","1088.0","1075.0","13.0","121.0","91.0","30.0","105.0","75.0","30.0","16.0","16.0","0.0","88.0","70.0","18.0"
"PA-510","Lancaster City & County CoC","562.0","553.0","9.0","241.0","232.0","9.0","321.0","321.0","0.0","49.0","44.0","5.0","47.0","42.0","5.0","2.0","2.0","0.0","68.0","65.0","3.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","458.0","407.0","51.0","142.0","93.0","49.0","316.0","314.0","2.0","30.0","3.0","27.0","30.0","3.0","27.0","0.0","0.0","0.0","14.0","5.0","9.0"
"PA-512","York City & County CoC","284.0","259.0","25.0","129.0","111.0","18.0","155.0","148.0","7.0","51.0","46.0","5.0","31.0","28.0","3.0","20.0","18.0","2.0","15.0","13.0","2.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1376.0","1320.0","56.0","816.0","760.0","56.0","560.0","560.0","0.0","271.0","239.0","32.0","263.0","231.0","32.0","8.0","8.0","0.0","214.0","206.0","8.0"
"PA-601","Western Pennsylvania CoC","1097.0","1031.0","66.0","566.0","529.0","37.0","531.0","502.0","29.0","140.0","133.0","7.0","118.0","111.0","7.0","22.0","22.0","0.0","180.0","178.0","2.0"
"PA-603","Beaver County CoC","110.0","105.0","5.0","65.0","62.0","3.0","45.0","43.0","2.0","8.0","5.0","3.0","8.0","5.0","3.0","0.0","0.0","0.0","2.0","2.0","0.0"
"PA-605","Erie City & County CoC","439.0","393.0","46.0","191.0","178.0","13.0","248.0","215.0","33.0","58.0","55.0","3.0","52.0","49.0","3.0","6.0","6.0","0.0","18.0","17.0","1.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","1685.0","805.0","880.0","1348.0","603.0","745.0","337.0","202.0","135.0","1567.0","118.0","1449.0","752.0","70.0","682.0","815.0","48.0","767.0","80.0","22.0","58.0"
"PR-503","South/Southeast Puerto Rico CoC","1527.0","541.0","986.0","1146.0","341.0","805.0","381.0","200.0","181.0","1684.0","133.0","1551.0","845.0","129.0","716.0","839.0","4.0","835.0","36.0","7.0","29.0"
"RI-500","Rhode Island Statewide CoC","1277.0","1249.0","28.0","788.0","760.0","28.0","489.0","489.0","0.0","154.0","154.0","0.0","148.0","148.0","0.0","6.0","6.0","0.0","96.0","96.0","0.0"
"SC-500","Charleston/Low Country CoC","483.0","271.0","212.0","416.0","208.0","208.0","67.0","63.0","4.0","58.0","15.0","43.0","58.0","15.0","43.0","0.0","0.0","0.0","124.0","98.0","26.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","1324.0","1139.0","185.0","786.0","601.0","185.0","538.0","538.0","0.0","57.0","56.0","1.0","57.0","56.0","1.0","0.0","0.0","0.0","115.0","91.0","24.0"
"SC-502","Columbia/Midlands CoC","1648.0","946.0","702.0","1306.0","687.0","619.0","342.0","259.0","83.0","174.0","31.0","143.0","152.0","31.0","121.0","22.0","0.0","22.0","226.0","111.0","115.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1460.0","420.0","1040.0","819.0","293.0","526.0","641.0","127.0","514.0","239.0","12.0","227.0","121.0","11.0","110.0","118.0","1.0","117.0","78.0","20.0","58.0"
"SD-500","South Dakota Statewide CoC","859.0","795.0","64.0","512.0","465.0","47.0","347.0","330.0","17.0","138.0","125.0","13.0","113.0","100.0","13.0","25.0","25.0","0.0","124.0","114.0","10.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","548.0","374.0","174.0","364.0","256.0","108.0","184.0","118.0","66.0","70.0","55.0","15.0","70.0","55.0","15.0","0.0","0.0","0.0","60.0","45.0","15.0"
"TN-501","Memphis/Shelby County CoC","2076.0","1750.0","326.0","1386.0","1064.0","322.0","690.0","686.0","4.0","265.0","76.0","189.0","255.0","66.0","189.0","10.0","10.0","0.0","411.0","384.0","27.0"
"TN-502","Knoxville/Knox County CoC","854.0","721.0","133.0","772.0","645.0","127.0","82.0","76.0","6.0","174.0","132.0","42.0","174.0","132.0","42.0","0.0","0.0","0.0","82.0","62.0","20.0"
"TN-503","Central Tennessee CoC","245.0","232.0","13.0","190.0","180.0","10.0","55.0","52.0","3.0","29.0","27.0","2.0","29.0","27.0","2.0","0.0","0.0","0.0","41.0","39.0","2.0"
"TN-504","Nashville/Davidson County CoC","1934.0","1571.0","363.0","1690.0","1327.0","363.0","244.0","244.0","0.0","1055.0","695.0","360.0","1013.0","653.0","360.0","42.0","42.0","0.0","393.0","285.0","108.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","658.0","159.0","499.0","480.0","120.0","360.0","178.0","39.0","139.0","39.0","2.0","37.0","34.0","2.0","32.0","5.0","0.0","5.0","24.0","6.0","18.0"
"TN-507","Jackson/West Tennessee CoC","1692.0","230.0","1462.0","1071.0","125.0","946.0","621.0","105.0","516.0","256.0","37.0","219.0","200.0","32.0","168.0","56.0","5.0","51.0","96.0","11.0","85.0"
"TN-509","Appalachian Regional CoC","424.0","323.0","101.0","303.0","231.0","72.0","121.0","92.0","29.0","56.0","31.0","25.0","49.0","24.0","25.0","7.0","7.0","0.0","122.0","116.0","6.0"
"TN-510","Murfreesboro/Rutherford County CoC","218.0","122.0","96.0","149.0","64.0","85.0","69.0","58.0","11.0","75.0","9.0","66.0","69.0","9.0","60.0","6.0","0.0","6.0","19.0","11.0","8.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","777.0","296.0","481.0","500.0","155.0","345.0","277.0","141.0","136.0","247.0","62.0","185.0","221.0","53.0","168.0","26.0","9.0","17.0","37.0","14.0","23.0"
"TX-500","San Antonio/Bexar County CoC","3670.0","2043.0","1627.0","1289.0","499.0","790.0","2381.0","1544.0","837.0","539.0","285.0","254.0","526.0","272.0","254.0","13.0","13.0","0.0","286.0","221.0","65.0"
"TX-503","Austin/Travis County CoC","2244.0","1375.0","869.0","1572.0","717.0","855.0","672.0","658.0","14.0","733.0","292.0","441.0","708.0","270.0","438.0","25.0","22.0","3.0","353.0","146.0","207.0"
"TX-600","Dallas City & County/Irving CoC","3447.0","3242.0","205.0","1598.0","1406.0","192.0","1849.0","1836.0","13.0","442.0","298.0","144.0","434.0","291.0","143.0","8.0","7.0","1.0","409.0","346.0","63.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","2123.0","1987.0","136.0","1269.0","1135.0","134.0","854.0","852.0","2.0","225.0","187.0","38.0","219.0","181.0","38.0","6.0","6.0","0.0","164.0","136.0","28.0"
"TX-603","El Paso City & County CoC","1236.0","1054.0","182.0","742.0","560.0","182.0","494.0","494.0","0.0","115.0","75.0","40.0","105.0","65.0","40.0","10.0","10.0","0.0","112.0","65.0","47.0"
"TX-604","Waco/McLennan County CoC","319.0","258.0","61.0","162.0","106.0","56.0","157.0","152.0","5.0","34.0","2.0","32.0","29.0","2.0","27.0","5.0","0.0","5.0","58.0","41.0","17.0"
"TX-607","Texas Balance of State (BoS) CoC","12764.0","3342.0","9422.0","7727.0","1952.0","5775.0","5037.0","1390.0","3647.0","2895.0","670.0","2225.0","2528.0","473.0","2055.0","367.0","197.0","170.0","1728.0","461.0","1267.0"
"TX-611","Amarillo CoC","528.0","477.0","51.0","383.0","332.0","51.0","145.0","145.0","0.0","77.0","55.0","22.0","72.0","51.0","21.0","5.0","4.0","1.0","79.0","75.0","4.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","226.0","169.0","57.0","182.0","131.0","51.0","44.0","38.0","6.0","118.0","88.0","30.0","110.0","80.0","30.0","8.0","8.0","0.0","6.0","6.0","0.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","7187.0","3363.0","3824.0","5621.0","2081.0","3540.0","1566.0","1282.0","284.0","1422.0","178.0","1244.0","1370.0","161.0","1209.0","52.0","17.0","35.0","1162.0","380.0","782.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","308.0","191.0","117.0","198.0","111.0","87.0","110.0","80.0","30.0","50.0","50.0","0.0","14.0","14.0","0.0","36.0","36.0","0.0","7.0","7.0","0.0"
"UT-500","Salt Lake City & County CoC","2463.0","2273.0","190.0","1466.0","1292.0","174.0","997.0","981.0","16.0","317.0","253.0","64.0","243.0","201.0","42.0","74.0","52.0","22.0","259.0","244.0","15.0"
"UT-503","Utah Balance of State CoC","879.0","684.0","195.0","453.0","302.0","151.0","426.0","382.0","44.0","99.0","44.0","55.0","72.0","39.0","33.0","27.0","5.0","22.0","62.0","47.0","15.0"
"UT-504","Provo/Mountainland CoC","185.0","95.0","90.0","130.0","47.0","83.0","55.0","48.0","7.0","27.0","2.0","25.0","16.0","0.0","16.0","11.0","2.0","9.0","9.0","6.0","3.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","933.0","858.0","75.0","747.0","676.0","71.0","186.0","182.0","4.0","76.0","43.0","33.0","76.0","43.0","33.0","0.0","0.0","0.0","158.0","146.0","12.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","652.0","567.0","85.0","456.0","373.0","83.0","196.0","194.0","2.0","83.0","49.0","34.0","83.0","49.0","34.0","0.0","0.0","0.0","77.0","59.0","18.0"
"VA-502","Roanoke City & County/Salem CoC","561.0","523.0","38.0","429.0","391.0","38.0","132.0","132.0","0.0","149.0","140.0","9.0","149.0","140.0","9.0","0.0","0.0","0.0","72.0","71.0","1.0"
"VA-503","Virginia Beach CoC","440.0","349.0","91.0","244.0","153.0","91.0","196.0","196.0","0.0","62.0","40.0","22.0","52.0","30.0","22.0","10.0","10.0","0.0","65.0","45.0","20.0"
"VA-504","Charlottesville CoC","191.0","164.0","27.0","151.0","124.0","27.0","40.0","40.0","0.0","76.0","54.0","22.0","76.0","54.0","22.0","0.0","0.0","0.0","12.0","12.0","0.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","681.0","620.0","61.0","486.0","425.0","61.0","195.0","195.0","0.0","170.0","134.0","36.0","157.0","121.0","36.0","13.0","13.0","0.0","223.0","212.0","11.0"
"VA-507","Portsmouth CoC","332.0","154.0","178.0","248.0","83.0","165.0","84.0","71.0","13.0","42.0","21.0","21.0","41.0","20.0","21.0","1.0","1.0","0.0","23.0","13.0","10.0"
"VA-508","Lynchburg CoC","214.0","145.0","69.0","147.0","90.0","57.0","67.0","55.0","12.0","43.0","21.0","22.0","23.0","12.0","11.0","20.0","9.0","11.0","22.0","11.0","11.0"
